#n_{sat}	#E_{sat}	#K_{sat}	#J_{sym}	#L_{sym}	#m^*/m
0.149563	-15.984478	283.411926	28.973757	42.234451	0.730829
0.151968	-16.135340	265.404266	32.340683	55.599773	0.708252
0.157761	-16.139227	276.283081	31.559643	56.157520	0.738473
0.160963	-16.051989	265.063446	33.858414	56.505020	0.731190
0.152902	-15.936505	212.414185	30.489992	49.658291	0.622576
0.163777	-16.163578	288.209961	30.711042	49.733124	0.686201
0.165092	-16.123589	216.297394	33.349171	57.011860	0.664334
0.161488	-15.865101	287.555267	32.113686	55.124569	0.720173
0.148684	-16.065159	286.848755	29.323038	46.249584	0.696020
0.157476	-16.164328	207.300110	29.939152	46.608257	0.643497
0.156348	-15.968362	273.292572	32.823658	57.090508	0.724657
0.146687	-15.969422	266.443787	30.887587	43.079674	0.698568
0.145303	-16.174448	293.352661	31.532408	52.089802	0.738575
0.154354	-15.877681	229.176041	31.422895	46.097229	0.741658
0.145706	-16.055210	223.534271	30.281433	43.520386	0.648911
0.148086	-15.857233	267.806458	33.391838	65.868523	0.689748
0.155596	-16.160931	279.125366	32.806187	50.266331	0.710270
0.151925	-16.042933	269.475586	32.122818	59.502415	0.680800
0.155837	-16.122017	298.457336	31.129276	56.494129	0.712792
0.155769	-16.102591	266.649994	31.941629	46.292248	0.743833
0.159167	-16.103739	246.475342	30.573597	46.855030	0.685792
0.161387	-15.975142	270.781891	29.655413	41.160603	0.643542
0.140057	-15.889961	273.703796	31.828564	54.793621	0.725394
0.149437	-15.997403	275.865662	32.738110	50.202721	0.742893
0.164897	-15.976991	201.600952	32.848690	43.923965	0.719998
0.157698	-15.964171	241.667465	32.971851	51.830162	0.725939
0.157862	-16.043936	285.188690	30.677820	52.197468	0.727128
0.168403	-15.817449	283.571899	31.415701	55.430473	0.670510
0.165133	-16.138933	259.647461	31.205452	54.344189	0.658784
0.159920	-15.986651	245.268539	30.930553	53.081062	0.610196
0.148820	-16.190914	263.912231	33.526711	54.888710	0.746384
0.161055	-15.874567	277.296783	32.011253	55.126385	0.684925
0.162423	-16.036612	296.183380	33.897572	59.869934	0.665710
0.162650	-16.167725	268.366913	33.969307	57.205292	0.681915
0.157482	-16.181459	266.515472	31.045162	51.406235	0.668539
0.151866	-15.932041	208.409683	31.907864	49.006924	0.716561
0.167296	-15.964296	217.352707	33.266045	56.387691	0.641171
0.167716	-15.961166	244.008530	31.042715	41.233471	0.683927
0.158506	-16.129099	212.463364	33.598907	61.656979	0.694676
0.146419	-16.128254	227.317123	32.540749	58.842236	0.728306
0.148318	-16.136709	263.892426	33.075130	69.583405	0.690171
0.156998	-15.922177	253.687683	33.842262	61.203560	0.722927
0.168797	-15.875869	287.333862	33.631332	58.394806	0.688418
0.160069	-15.983345	203.540985	30.379234	53.886097	0.610736
0.145947	-16.127472	254.202377	32.360859	61.165314	0.749547
0.168283	-16.109400	260.425720	32.426460	45.492325	0.704022
0.166362	-15.847995	266.146698	31.238192	43.210495	0.735153
0.151321	-16.025375	262.357574	29.269085	43.711716	0.710261
0.149232	-15.821802	270.669037	31.229673	47.943695	0.694853
0.154156	-15.922112	221.772903	29.597916	42.757236	0.726162
0.159634	-15.832266	230.863510	31.934629	49.762959	0.706114
0.147306	-15.976571	280.735168	32.310947	65.963142	0.731706
0.154286	-15.819029	265.472534	31.734303	53.335159	0.741469
0.169107	-16.010815	254.801956	30.570555	40.648335	0.721829
0.151074	-16.107748	248.597443	33.176655	51.622318	0.683429
0.167518	-15.872274	250.193222	33.500298	66.510216	0.640898
0.163442	-16.029600	296.216156	32.775784	56.016315	0.620314
0.164248	-16.119957	252.243393	32.114994	45.898983	0.665025
0.167019	-15.908409	291.442352	30.986200	50.731216	0.701354
0.162529	-16.180744	216.325272	30.610828	55.996525	0.592029
0.146409	-15.881490	215.420059	33.326748	66.449554	0.739731
0.150266	-15.998968	277.348511	32.912098	65.244858	0.745659
0.165456	-15.973511	200.512741	33.125263	55.464104	0.654056
0.141221	-16.098370	206.219452	32.746521	63.137218	0.729184
0.152482	-16.163416	292.286896	30.066698	49.744076	0.666535
0.159166	-16.168869	248.717987	30.157564	41.614128	0.669380
0.158992	-16.053488	255.636536	31.984716	59.784306	0.663509
0.161380	-16.094309	281.685089	32.556267	56.398178	0.715656
0.147531	-16.150419	255.368896	30.663397	43.998989	0.687473
0.155926	-15.862574	251.947128	32.996799	60.035976	0.695911
0.148038	-15.952534	252.663284	32.526318	51.632313	0.690749
0.160790	-15.884338	289.552887	32.693645	61.375866	0.668925
0.160321	-16.152439	205.845856	29.775288	44.281960	0.678027
0.162724	-16.029392	261.623901	29.869923	42.935432	0.705499
0.150624	-16.199936	244.281631	32.166229	54.214920	0.738460
0.154766	-15.855040	273.343170	31.259619	46.891556	0.700356
0.169161	-16.181828	240.493317	33.231716	57.194324	0.656598
0.161834	-15.942738	262.560516	31.533892	53.726067	0.692917
0.167619	-15.996183	213.009048	32.288067	55.986652	0.627227
0.153700	-15.811695	270.605225	33.556496	68.591515	0.737860
0.152877	-16.057775	299.283447	28.818943	40.699879	0.693235
0.147662	-16.102093	282.709320	31.430323	43.761227	0.705580
0.154538	-15.979402	252.899902	32.927525	48.572994	0.739186
0.169584	-16.051060	215.474472	33.784744	58.440399	0.684023
0.144860	-15.914201	241.386734	31.532827	45.160294	0.744571
0.166212	-16.127760	292.094360	33.558163	63.836674	0.652018
0.163597	-16.158131	257.729584	31.353401	45.000309	0.735413
0.151917	-15.890830	279.240051	29.829475	42.949242	0.696671
0.161731	-15.985963	289.827606	31.258219	51.342079	0.668066
0.149493	-15.828228	269.204193	30.585430	48.991837	0.715026
0.146915	-16.105377	241.482330	32.768192	50.678726	0.717013
0.155064	-16.018026	266.706573	32.750519	53.199322	0.683523
0.145856	-16.046471	281.326141	32.934971	52.234566	0.723836
0.156869	-16.005505	282.783142	31.916372	57.073807	0.741898
0.157890	-16.024477	278.746857	31.062393	51.752079	0.683098
0.153413	-15.923852	290.933167	32.840244	50.332863	0.715377
0.160926	-15.917577	217.966461	30.788864	42.567074	0.708919
0.169167	-15.913976	284.180054	32.757069	61.681908	0.690049
0.158026	-15.901970	265.250305	29.417559	42.082161	0.726234
0.153296	-15.816653	289.116486	33.145252	66.038292	0.737676
0.148564	-15.876283	221.999420	31.113369	42.560493	0.723864
0.154904	-15.976092	293.429291	33.354523	65.889305	0.732987
0.160392	-16.027931	257.897736	32.542183	51.434158	0.703978
0.160374	-16.174725	249.266495	32.376801	53.514751	0.690758
0.152434	-16.071146	250.771301	32.813339	65.988075	0.673062
0.160775	-15.902740	216.478180	31.997026	55.469208	0.630047
0.158901	-15.893412	271.402069	30.484312	41.875603	0.664283
0.154741	-15.822646	214.770950	30.042938	47.841160	0.693166
0.144260	-16.178459	257.161591	29.652044	40.293118	0.716629
0.166336	-15.862383	273.312134	33.487606	69.486870	0.626321
0.165791	-16.192636	222.346710	31.883099	44.180721	0.654849
0.162837	-16.054924	213.189209	33.341301	55.943924	0.618990
0.168388	-16.047766	252.663696	33.220303	56.313873	0.666843
0.155170	-15.861856	211.249451	33.106846	58.381416	0.651119
0.150051	-15.951465	252.208847	33.711460	65.021095	0.718886
0.146274	-16.126692	292.573883	31.977489	60.544037	0.699567
0.156200	-15.945605	270.366516	31.597925	42.361217	0.700067
0.163621	-15.831977	284.105896	33.962814	59.144268	0.658803
0.143647	-16.081766	292.061615	31.304995	46.826130	0.725381
0.160155	-15.927961	251.517532	29.317041	41.520012	0.725818
0.146279	-15.876741	266.888397	29.473696	40.743336	0.702397
0.167952	-15.961393	298.293396	31.415577	50.872189	0.631349
0.159812	-16.081305	299.135254	31.522263	47.694962	0.648060
0.166306	-15.819340	244.467773	32.269199	46.918652	0.687257
0.163713	-15.826264	262.542694	33.332909	64.338547	0.682208
0.157261	-15.865248	297.089081	33.133396	51.820286	0.691798
0.142354	-15.964047	242.714310	32.811577	53.577030	0.739835
0.161899	-16.058775	258.081207	33.691151	51.998569	0.686961
0.166393	-15.957947	283.026428	30.074686	45.204193	0.720118
0.160443	-15.833210	210.725601	33.975029	55.787312	0.708820
0.151311	-15.959726	200.356689	33.146099	64.215744	0.652827
0.161751	-16.063469	296.064850	32.403065	59.976139	0.633024
0.153551	-15.855664	267.475800	31.090792	48.929821	0.728333
0.161609	-16.180927	286.370117	30.345064	45.415901	0.710469
0.163097	-16.135786	226.442657	31.075193	40.484989	0.724325
0.140566	-16.028337	219.812500	31.269981	53.261364	0.726869
0.154934	-16.106247	257.310516	31.806091	44.753475	0.702234
0.156111	-15.884295	265.713287	29.572554	42.092312	0.677419
0.140323	-15.823702	238.360611	31.169439	41.476543	0.737808
0.168635	-16.117632	216.693161	32.977974	47.694950	0.672424
0.143194	-15.966131	273.901764	28.066923	40.434113	0.730975
0.168155	-15.825356	287.311676	33.899998	69.984421	0.723842
0.167788	-16.015203	288.811432	33.076000	68.080360	0.615754
0.153769	-15.833498	286.200653	32.921783	67.255440	0.720171
0.162138	-16.079498	260.778717	33.370819	56.319363	0.659373
0.144790	-15.894160	235.385406	32.445728	53.418537	0.678652
0.161249	-16.109940	273.404114	31.174980	56.563976	0.633824
0.145141	-16.049618	254.502945	33.042633	56.825241	0.681512
0.146448	-16.020231	232.862946	33.467278	64.354485	0.716448
0.140297	-15.910158	284.672852	32.617210	54.449371	0.718964
0.150848	-16.012463	295.985199	30.718695	42.144852	0.721186
0.156399	-15.820102	275.240051	32.982224	51.317844	0.683187
0.156735	-16.147175	283.023865	33.763695	61.810608	0.662265
0.146545	-15.822880	278.837555	29.699842	42.580261	0.716617
0.164421	-16.029863	218.287277	30.318380	52.301941	0.589408
0.159048	-15.997664	211.611832	31.402576	42.158318	0.685953
0.150620	-16.102678	259.606903	30.927923	53.941967	0.704685
0.143960	-15.906392	255.571625	30.135836	43.384247	0.735827
0.157944	-16.133081	219.756287	32.338356	40.172588	0.741361
0.165563	-16.169697	276.937256	33.572357	63.842834	0.651039
0.148206	-16.063522	256.574280	31.185347	48.317051	0.718609
0.161108	-16.103603	234.652679	32.400352	58.648785	0.616275
0.149006	-16.198875	289.678009	30.763058	42.080585	0.708585
0.140402	-15.966377	224.082764	32.184319	58.852757	0.723327
0.159058	-16.033005	224.981506	33.607834	55.842670	0.627455
0.165827	-16.172947	244.695831	33.081978	49.321648	0.654961
0.157361	-15.848950	264.228638	31.689116	52.605785	0.677734
0.144952	-15.980734	257.113403	28.706734	42.323654	0.689136
0.160352	-16.035603	278.759735	31.561279	51.535248	0.729156
0.164448	-16.009411	254.424957	31.163385	44.554363	0.666408
0.154244	-15.959970	263.405823	33.079823	65.423935	0.722136
0.150166	-15.881438	277.785126	32.154095	54.891960	0.721929
0.155460	-15.898725	293.878052	31.565090	59.729885	0.713481
0.160002	-15.823652	249.593582	32.895233	53.518059	0.705723
0.166770	-16.035954	266.696014	32.385204	61.689293	0.645185
0.167215	-16.047709	297.909576	31.527168	43.578396	0.735359
0.159393	-16.038198	253.628387	31.313206	50.340031	0.711927
0.163582	-15.947999	291.777679	31.714594	44.712231	0.704456
0.166610	-15.979632	271.719452	33.611370	54.692966	0.663615
0.160627	-16.121962	264.909302	32.014515	44.243843	0.699184
0.149328	-15.803745	260.260681	32.694733	57.227943	0.662645
0.160029	-15.839602	262.130829	31.994089	48.299858	0.694573
0.160905	-16.008121	211.202667	33.543423	55.446857	0.662408
0.142163	-15.943526	250.156464	32.316933	49.128788	0.748936
0.147313	-16.152349	270.621857	29.924484	47.871498	0.712484
0.164654	-16.019396	299.871429	33.178680	68.703529	0.735543
0.148483	-16.081564	286.631165	33.658554	63.083725	0.685222
0.146712	-15.837664	252.917252	28.460773	40.257195	0.679966
0.158630	-15.820773	237.968445	32.054726	58.124306	0.700925
0.142007	-16.181248	229.897079	32.234764	55.460068	0.704580
0.151796	-15.962314	297.734436	32.843491	59.020462	0.717342
0.169972	-15.902749	275.177216	32.779621	56.496639	0.725468
0.157340	-16.035597	222.179703	32.769051	46.791168	0.740633
0.169871	-16.109562	204.012970	30.787680	47.173130	0.648252
0.152479	-16.124535	257.595886	33.948063	56.575394	0.747238
0.167076	-15.887775	257.808502	31.972523	58.530735	0.653346
0.154195	-16.144539	255.853745	33.038742	52.542130	0.731548
0.141731	-16.166508	271.475281	32.954556	53.374741	0.709654
0.157086	-16.127270	297.542114	33.058689	64.806702	0.647390
0.148930	-16.156031	293.106171	33.902447	61.324242	0.747126
0.150966	-15.891008	260.461609	32.067543	46.866585	0.723801
0.157495	-16.037046	219.068924	32.265800	56.171741	0.615353
0.166185	-16.020683	219.683823	32.558002	57.976410	0.664824
0.169135	-15.856183	237.862854	32.756470	43.290020	0.725659
0.150130	-16.102734	249.466629	31.128073	47.061687	0.650694
0.144410	-16.007298	242.779526	32.306236	44.778545	0.735828
0.167599	-16.146938	293.210785	33.568783	63.349701	0.624821
0.147648	-15.912261	260.068634	31.369404	45.329544	0.721556
0.158218	-15.955929	273.324036	33.303768	65.141632	0.718415
0.163242	-15.807075	266.285126	32.711475	54.713108	0.648458
0.162817	-16.074234	268.961090	33.969753	57.169529	0.641553
0.164867	-16.063139	246.746735	30.318342	49.563492	0.669322
0.152817	-15.821301	269.533508	31.249004	52.806419	0.662529
0.160140	-16.147480	258.580902	32.049042	48.114681	0.658113
0.150973	-16.105520	251.405792	32.533352	61.678825	0.654552
0.151678	-16.011196	285.315613	29.615965	48.984203	0.664256
0.161587	-15.971849	270.029633	30.549467	46.186394	0.669297
0.140387	-16.120985	249.365356	29.969959	41.689140	0.689313
0.154293	-15.876857	222.154434	32.121616	61.706921	0.628832
0.149881	-15.930822	250.846985	32.005028	54.735138	0.713657
0.151262	-16.039103	295.732483	30.585545	50.988728	0.744599
0.148230	-16.087765	256.651520	33.246670	54.401714	0.674653
0.151930	-15.883582	234.460281	32.963642	65.555740	0.731431
0.167036	-15.965629	278.955048	32.918354	65.345016	0.670403
0.157627	-16.096144	280.887634	33.769604	54.345840	0.719045
0.168504	-16.147839	277.924133	30.448895	46.209110	0.722922
0.149074	-16.048717	259.470367	31.306057	47.073639	0.691507
0.146326	-16.065262	277.962952	30.700388	43.751057	0.676707
0.164522	-16.151180	268.475494	33.479973	59.121002	0.727212
0.152090	-15.920695	207.712799	32.655930	62.271152	0.661275
0.148819	-16.020939	271.997498	30.266239	49.857300	0.686838
0.143965	-15.947240	254.681076	30.724600	45.150654	0.686821
0.168637	-15.857509	288.870026	30.776419	53.804447	0.642325
0.162427	-16.180361	207.766891	33.511517	50.414955	0.639807
0.147545	-16.164860	245.162689	33.402229	66.077988	0.724886
0.155704	-16.053186	237.460541	32.400723	46.982712	0.682467
0.165578	-16.127495	274.344757	32.857159	60.081371	0.683741
0.146033	-16.143061	246.578033	31.190525	43.432220	0.739934
0.163556	-15.851160	281.977203	31.362625	42.210518	0.706670
0.168003	-16.113804	289.005676	33.523235	48.767853	0.712530
0.153643	-16.151638	244.565109	30.191219	40.259819	0.674725
0.168325	-16.067047	285.647797	33.958946	50.860901	0.733525
0.146694	-16.046364	224.216446	32.776787	57.177502	0.659388
0.162161	-15.986972	284.327454	31.399057	52.715988	0.653061
0.148156	-15.814942	240.974823	32.016090	51.675732	0.730207
0.157705	-15.951587	205.293762	33.233063	46.566200	0.734861
0.158555	-15.964126	204.578766	30.335691	46.468777	0.641798
0.167223	-16.095602	291.456146	31.661921	56.726704	0.710413
0.147120	-16.068571	260.680359	31.113882	55.018730	0.680057
0.148056	-16.180450	272.260742	31.860306	46.845821	0.683010
0.164546	-16.065382	297.560883	30.831520	53.227520	0.652844
0.165016	-16.104923	201.358444	31.677982	46.755081	0.697953
0.148864	-16.003260	272.982513	32.833698	53.607567	0.715412
0.142845	-15.882724	248.917160	30.975010	47.731064	0.711435
0.167769	-16.047817	245.844955	33.528893	55.620182	0.659809
0.152804	-15.981744	254.354767	31.523954	44.504738	0.692311
0.165377	-16.074493	277.756744	31.262486	52.718197	0.703700
0.161772	-15.830848	293.177612	31.688784	49.995449	0.684923
0.144718	-16.008348	292.763855	32.247898	54.068027	0.730078
0.145360	-15.860736	291.252014	30.505676	44.993366	0.721772
0.159836	-16.159834	234.853210	33.096710	49.024212	0.726401
0.160408	-15.974897	258.301849	31.029818	51.589909	0.699919
0.157447	-15.988219	225.017624	32.727535	47.094738	0.724277
0.141534	-15.891935	201.747574	30.153683	47.008335	0.695065
0.145764	-15.974216	266.466187	32.820076	52.939537	0.743107
0.166650	-15.925858	270.228821	32.503464	58.256020	0.669696
0.163613	-15.936888	218.717224	32.790829	63.479965	0.597273
0.166987	-15.883771	248.816345	31.082438	52.608139	0.613646
0.142337	-16.085640	226.303101	32.423935	59.664001	0.727683
0.142173	-16.157763	272.119781	28.939913	40.519741	0.718725
0.149591	-16.152222	278.055298	30.206244	40.873486	0.713547
0.156362	-15.997104	234.449768	30.949175	46.159782	0.636926
0.143475	-16.148207	279.028015	31.873882	50.465019	0.744718
0.163678	-16.181625	261.235382	30.829952	42.427124	0.690690
0.155934	-15.862250	281.377960	30.494139	44.745049	0.709478
0.143877	-15.945627	248.535721	31.514179	53.244984	0.682240
0.168676	-15.836000	291.943390	33.283855	68.212212	0.605697
0.159872	-16.033621	278.659515	32.297787	47.956512	0.691526
0.168762	-16.082016	258.300201	31.344433	48.591560	0.649754
0.156046	-16.110754	263.638245	31.754730	54.547241	0.735100
0.156643	-15.815351	252.685364	32.534279	56.505981	0.659080
0.153688	-16.061308	254.834991	33.920349	60.128502	0.662605
0.155336	-15.979566	261.633820	33.348564	53.194855	0.724480
0.165708	-16.165791	236.279968	30.558538	49.499783	0.594620
0.162997	-16.043131	296.554138	31.314816	46.963909	0.740115
0.146649	-15.897281	225.263321	31.452148	40.423965	0.730080
0.161315	-16.082157	204.532730	33.728001	57.835270	0.604979
0.149052	-15.838281	251.912231	30.686762	49.035316	0.745481
0.160566	-16.162041	254.567886	31.521688	48.182465	0.707732
0.162560	-15.815226	279.957825	33.959633	64.758118	0.688413
0.168196	-15.887328	260.481781	33.212322	55.018959	0.721092
0.142766	-15.815044	260.515472	29.968031	50.833828	0.712600
0.157246	-15.804520	275.686218	33.557697	57.221478	0.726260
0.158598	-15.818722	245.808380	32.174023	50.752411	0.743215
0.140356	-16.077738	203.669983	29.540962	40.808361	0.732877
0.169102	-15.985107	273.446075	33.869408	65.915962	0.684573
0.140906	-15.866633	252.329102	30.113569	50.938183	0.728130
0.166642	-16.056301	288.310913	31.111931	49.324581	0.608227
0.167558	-16.113068	251.280563	32.971104	60.549458	0.710678
0.160646	-16.022593	235.012680	32.018204	55.041145	0.624953
0.161054	-15.940692	243.490662	32.500923	49.203850	0.723822
0.166013	-15.884564	211.786438	33.856606	60.540039	0.589809
0.163446	-15.900208	234.755371	33.289570	68.631584	0.614240
0.161121	-15.869277	298.146149	32.436096	53.217510	0.667073
0.162848	-16.154165	264.109192	33.984776	66.991959	0.727069
0.159816	-15.940664	251.866501	33.291294	64.455124	0.651093
0.168261	-15.967690	249.514557	30.353405	48.136314	0.696196
0.163049	-16.030880	278.912689	33.346298	65.009331	0.630601
0.140146	-15.827458	225.068390	31.792423	52.522469	0.727272
0.153987	-16.076319	291.361725	33.093216	63.578796	0.671500
0.153158	-15.947941	281.803406	31.176466	51.375813	0.651558
0.169911	-16.180069	224.468811	33.468330	66.267403	0.605012
0.155505	-15.889130	256.179535	33.961014	66.878517	0.733613
0.152947	-15.827610	270.644684	33.227253	57.322556	0.722506
0.148039	-16.020906	240.561905	30.840248	44.180683	0.739846
0.165435	-15.958896	281.859955	33.577625	53.083958	0.701806
0.162477	-15.817837	249.242233	31.553816	56.550171	0.693483
0.148334	-15.989513	276.505402	30.527100	41.343727	0.748323
0.167953	-15.968452	285.828918	33.512718	52.867542	0.686802
0.167777	-15.862432	226.135910	31.609961	56.616936	0.608939
0.162606	-16.166319	294.415375	32.205853	55.124168	0.673909
0.156903	-16.077385	265.855560	31.731548	54.723473	0.740255
0.163092	-15.939758	273.127747	31.954428	46.255146	0.660296
0.160892	-16.054352	267.596649	31.689299	43.997917	0.739011
0.163126	-16.154095	204.464111	32.983135	45.556622	0.717282
0.152091	-15.873252	269.149414	32.063053	61.251419	0.703945
0.164520	-15.870023	201.589569	32.605038	42.194832	0.702660
0.146199	-15.966387	250.079086	31.343975	46.685593	0.672052
0.160302	-16.066814	214.536774	33.670399	66.484238	0.602657
0.164834	-16.190386	276.018524	31.218195	54.939941	0.669533
0.142825	-15.913657	262.417664	29.677591	41.751480	0.719325
0.150033	-16.006804	291.972839	30.807703	42.320000	0.746329
0.153856	-15.815382	299.207703	31.506039	50.004398	0.669134
0.161083	-15.899150	249.265717	32.487698	47.146881	0.666965
0.160976	-15.932209	273.406555	31.462963	55.081062	0.741527
0.156840	-15.836357	295.393433	32.619736	66.071938	0.719462
0.167012	-15.815691	297.117188	32.176857	54.600777	0.723183
0.152203	-15.931084	287.487518	31.368586	43.550804	0.735419
0.156955	-15.936488	274.525085	32.198494	53.540371	0.747442
0.146559	-15.930645	200.824005	30.377142	43.780956	0.665171
0.140983	-15.925939	263.164581	29.904705	41.421787	0.740232
0.163759	-16.064138	247.175827	31.232418	53.932007	0.599832
0.155175	-15.906936	297.091156	32.652592	62.840752	0.722498
0.157468	-16.027176	208.098969	29.140396	48.452374	0.606656
0.163470	-15.916619	246.078568	32.721718	60.810913	0.609913
0.158693	-15.828231	281.329773	32.878624	62.747524	0.681365
0.152529	-15.980738	297.484436	32.470974	60.665604	0.716122
0.155064	-15.946637	235.961136	33.286942	63.536613	0.683240
0.161492	-15.988909	260.471527	33.357178	58.471870	0.676884
0.155060	-15.920932	255.150223	33.095596	58.602364	0.698705
0.161983	-15.854269	239.044556	33.143978	49.030766	0.729121
0.153825	-15.935815	253.975235	31.032425	47.391201	0.719717
0.145436	-15.968246	290.905670	32.101688	54.073864	0.716761
0.153425	-15.813552	262.460083	30.614344	53.158058	0.646402
0.149099	-16.189795	276.563019	32.947109	56.879875	0.683435
0.155917	-16.126282	250.950058	33.975662	66.829117	0.685556
0.146287	-15.954018	212.109940	30.469395	43.982803	0.670549
0.161117	-16.013412	288.727356	33.021069	58.161919	0.683587
0.158304	-16.044077	236.752258	32.181057	55.020325	0.720134
0.166688	-16.081955	227.773148	33.471870	56.260540	0.661595
0.164587	-16.185293	273.110596	32.024986	46.090115	0.681730
0.143171	-15.809292	258.447723	28.169096	40.787987	0.690893
0.155394	-16.180307	202.955200	33.035103	52.224937	0.697022
0.149945	-15.937517	255.873306	32.408875	60.994766	0.702065
0.153841	-15.952679	263.950348	32.129494	45.997276	0.724592
0.149924	-16.072983	266.736145	32.407574	53.259159	0.699485
0.156852	-16.100613	268.510437	33.282894	65.323395	0.684395
0.162780	-15.859298	266.418945	32.769073	53.012695	0.639136
0.160775	-16.187830	258.999329	29.688009	42.819729	0.672293
0.159677	-15.817791	288.434875	29.353996	41.182053	0.749453
0.168879	-16.047823	241.763870	32.692173	47.358929	0.708460
0.148979	-15.960880	298.848785	32.240120	50.335300	0.712876
0.149669	-15.961671	231.408356	33.405254	53.964233	0.741928
0.151417	-15.811419	254.410660	28.612427	44.119205	0.650080
0.143455	-16.109840	283.202240	32.125042	63.916168	0.740424
0.154987	-16.075384	290.995209	32.659504	58.814255	0.651181
0.142513	-16.187325	252.140900	31.097139	42.923542	0.687986
0.144750	-15.920561	251.928192	29.748608	44.091614	0.693950
0.143262	-16.157330	213.672150	33.109650	56.389099	0.749920
0.160619	-15.886901	294.501282	33.427357	60.914665	0.649672
0.147335	-15.838654	237.169083	32.279247	62.149174	0.687729
0.141521	-16.042536	271.537079	31.483606	43.786274	0.715744
0.164099	-15.804183	274.710388	33.169559	55.313232	0.633236
0.147650	-16.153660	270.154053	31.377014	45.215454	0.734880
0.151911	-15.946253	213.945053	33.524200	69.396400	0.656057
0.159615	-16.161495	268.053345	33.239906	53.175495	0.740242
0.144839	-15.806604	200.510696	30.926771	48.119915	0.694790
0.152584	-15.905250	251.739563	30.749763	45.978584	0.672022
0.162050	-15.881799	276.027954	33.080467	65.317543	0.735514
0.165254	-16.120523	279.405884	32.818359	59.560768	0.614655
0.166986	-16.077209	294.677124	30.580236	48.541039	0.610541
0.146159	-15.887166	281.446259	32.981453	53.351780	0.719220
0.143778	-16.115332	290.946045	30.525177	41.172604	0.711653
0.162654	-16.027740	260.207458	29.589064	41.382961	0.659621
0.150367	-16.109341	241.265564	32.021854	48.305851	0.711811
0.167732	-15.850202	273.686615	31.987444	44.531231	0.722767
0.161658	-16.161230	240.182297	31.270096	58.654366	0.605820
0.159502	-16.059422	250.053131	32.227287	55.486862	0.695729
0.166373	-15.965642	246.944885	32.828480	58.013504	0.717041
0.140113	-15.902849	228.487701	30.498285	48.338310	0.709256
0.143405	-15.957893	263.186981	30.684803	42.636269	0.718557
0.161360	-16.122820	211.679672	32.834480	50.382507	0.712826
0.144024	-15.887985	263.941437	31.805159	53.606583	0.681658
0.164412	-15.971523	245.367081	32.890785	58.552147	0.678796
0.166911	-15.903133	265.167633	32.670959	51.196041	0.663346
0.152995	-16.106289	201.659943	29.789822	40.656292	0.689844
0.145211	-15.803713	296.954010	31.904261	57.444984	0.713293
0.154537	-16.074644	283.867340	31.812437	59.466873	0.674088
0.168385	-16.123636	201.519730	32.171844	56.183331	0.616749
0.150844	-15.854825	204.389267	29.542494	41.963337	0.681780
0.169008	-15.944698	204.396927	30.997940	43.536575	0.701767
0.150039	-15.965154	273.906647	32.289139	62.255356	0.737907
0.157079	-15.882465	230.104477	30.442451	48.763454	0.614678
0.154994	-15.990523	265.377960	31.788204	54.636215	0.657454
0.167960	-15.997432	243.753632	32.356224	53.890148	0.715480
0.158817	-16.060596	258.199188	33.041801	65.446999	0.706376
0.148560	-16.002293	231.777161	31.596384	44.499981	0.672003
0.154897	-15.867167	271.642303	28.923721	43.807526	0.704604
0.149243	-16.130657	250.815155	33.250206	51.706715	0.709441
0.163589	-16.169727	275.273987	31.108397	53.563457	0.659234
0.160788	-16.168739	291.905365	31.392569	43.666313	0.704373
0.166870	-15.937084	276.443878	31.688341	49.168720	0.627122
0.157396	-16.049921	210.148880	30.721968	46.727257	0.683776
0.159841	-15.976349	257.097137	32.955349	65.997955	0.669368
0.167735	-16.046162	280.303558	33.498463	54.544846	0.664017
0.149142	-15.880451	270.386841	31.329714	58.181248	0.667540
0.151897	-15.860098	269.792389	31.069330	45.337811	0.664086
0.152315	-16.114010	267.055450	31.567463	43.542664	0.679512
0.163041	-16.096832	269.586273	29.977638	42.066750	0.682183
0.141845	-15.979334	239.612000	30.789284	44.864952	0.684272
0.164690	-15.867057	270.646362	30.478998	46.656918	0.695107
0.148349	-16.103947	261.187073	32.424446	58.950119	0.685991
0.168029	-16.051313	227.397491	30.791193	52.335751	0.641393
0.163657	-15.985638	257.696930	29.927505	47.317837	0.698799
0.151042	-15.872450	275.225281	32.745544	60.160175	0.686746
0.152091	-15.876231	221.278290	30.595961	46.235085	0.749437
0.155965	-16.018332	233.071487	32.755959	61.930470	0.633514
0.155177	-15.979553	291.998596	33.117355	56.224113	0.642816
0.148941	-16.064775	228.123657	30.991444	44.682758	0.710391
0.169074	-16.049686	285.666290	32.422192	58.097527	0.654987
0.147195	-15.913877	253.444321	29.984657	46.981163	0.705263
0.156028	-16.005819	291.595795	31.615095	52.386829	0.673413
0.156305	-15.845557	216.225204	33.100288	60.209030	0.647880
0.167851	-15.977037	250.718491	32.746155	61.070137	0.671171
0.143264	-16.108501	247.524063	30.483658	45.637604	0.727844
0.155996	-16.011164	284.796204	31.030075	53.088375	0.662190
0.152540	-15.933278	251.880081	31.835062	44.532925	0.714232
0.169813	-16.188429	201.777725	33.088669	49.367416	0.654087
0.159694	-15.849738	272.940918	29.772816	41.938541	0.644558
0.164733	-15.975333	245.229919	32.269188	57.371803	0.709248
